"","ctrl1a_data.Year","ctrl1a_data...2.","trt1a_data...2.","trt2a_data...2.","trt1b_data...2.","trt2b_data...2.","ctrl1a_ctrl1a","ctrl1a_trt1a","ctrl1a_trt2a","ctrl1a_trt1b","ctrl1a_trt2b","ctrl1a_trt1a_co2eq","ctrl1a_trt2a_co2eq","ctrl1a_trt1b_co2eq","ctrl1a_trt2b_co2eq"
"130",1979,2708.862518,2704.023021,2696.695861,2704.023021,2696.695861,0,-4.83949699999994,-12.1666569999998,-4.83949699999994,-12.1666569999998,17.7609539899998,44.6516311899991,17.7609539899998,44.6516311899991
"131",1980,2709.332671,2704.434614,2697.019955,2704.434614,2697.019955,0,-4.89805700000034,-12.3127159999999,-4.89805700000034,-12.3127159999999,17.9758691900012,45.1876677199997,17.9758691900012,45.1876677199997
"132",1981,2709.797717,2704.830579,2697.331254,2704.830579,2697.331254,0,-4.96713799999998,-12.4664629999997,-4.96713799999998,-12.4664629999997,18.2293964599999,45.7519192099991,18.2293964599999,45.7519192099991
"133",1982,2710.143439,2705.113443,2697.528076,2705.113443,2697.528076,0,-5.02999599999976,-12.6153629999999,-5.02999599999976,-12.6153629999999,18.4600853199991,46.2983822099996,18.4600853199991,46.2983822099996
"134",1983,2710.77566,2705.683765,2698.013795,2705.683765,2698.013795,0,-5.09189499999957,-12.7618649999999,-5.09189499999957,-12.7618649999999,18.6872546499984,46.8360445499998,18.6872546499984,46.8360445499998
"135",1984,2711.083244,2705.92214,2698.154847,2705.92214,2698.154847,0,-5.1611039999998,-12.9283970000001,-5.1611039999998,-12.9283970000001,18.9412516799993,47.4472169900005,18.9412516799993,47.4472169900005
"136",1985,2711.347347,2706.112277,2698.241893,2706.112277,2698.241893,0,-5.23506999999972,-13.105454,-5.23506999999972,-13.105454,19.212706899999,48.09701618,19.212706899999,48.09701618
"137",1986,2711.711273,2706.403915,2698.439479,2706.403915,2698.439479,0,-5.30735800000002,-13.2717939999998,-5.30735800000002,-13.2717939999998,19.4780038600001,48.7074839799992,19.4780038600001,48.7074839799992
"138",1987,2712.182714,2706.807046,2698.747958,2706.807046,2698.747958,0,-5.37566800000013,-13.4347560000001,-5.37566800000013,-13.4347560000001,19.7287015600005,49.3055545200004,19.7287015600005,49.3055545200004
"139",1988,2712.621931,2707.181409,2699.043849,2707.181409,2699.043849,0,-5.44052200000033,-13.578082,-5.44052200000033,-13.578082,19.9667157400012,49.83156094,19.9667157400012,49.83156094
"140",1989,2712.856124,2707.348324,2699.127462,2707.348324,2699.127462,0,-5.50779999999986,-13.728662,-5.50779999999986,-13.728662,20.2136259999995,50.3841895399999,20.2136259999995,50.3841895399999
"141",1990,2713.199351,2707.623873,2699.31324,2707.623873,2699.31324,0,-5.5754780000002,-13.8861110000003,-5.5754780000002,-13.8861110000003,20.4620042600007,50.9620273700009,20.4620042600007,50.9620273700009
"142",1991,2713.555871,2707.906897,2699.498266,2707.906897,2699.498266,0,-5.64897400000018,-14.057605,-5.64897400000018,-14.057605,20.7317345800007,51.5914103499999,20.7317345800007,51.5914103499999
"143",1992,2714.152023,2708.447484,2699.96493,2708.447484,2699.96493,0,-5.7045390000003,-14.187093,-5.7045390000003,-14.187093,20.9356581300011,52.06663131,20.9356581300011,52.06663131
"144",1993,2714.750386,2708.984025,2700.415333,2708.984025,2700.415333,0,-5.76636099999996,-14.3350530000002,-5.76636099999996,-14.3350530000002,21.1625448699999,52.6096445100009,21.1625448699999,52.6096445100009
"145",1994,2715.301017,2709.476741,2700.829035,2709.476741,2700.829035,0,-5.82427599999983,-14.4719819999996,-5.82427599999983,-14.4719819999996,21.3750929199994,53.1121739399984,21.3750929199994,53.1121739399984
"146",1995,2715.752783,2709.875305,2701.16465,2709.875305,2701.16465,0,-5.87747799999988,-14.5881329999997,-5.87747799999988,-14.5881329999997,21.5703442599996,53.5384481099991,21.5703442599996,53.5384481099991
"147",1996,2716.111939,2710.174807,2701.389858,2710.174807,2701.389858,0,-5.93713200000002,-14.7220809999999,-5.93713200000002,-14.7220809999999,21.7892744400001,54.0300372699996,21.7892744400001,54.0300372699996
"148",1997,2716.383931,2710.390185,2701.533131,2710.390185,2701.533131,0,-5.99374599999965,-14.8507999999997,-5.99374599999965,-14.8507999999997,21.9970478199987,54.5024359999989,21.9970478199987,54.5024359999989
"149",1998,2716.868418,2710.818191,2701.900518,2710.818191,2701.900518,0,-6.05022700000018,-14.9679000000001,-6.05022700000018,-14.9679000000001,22.2043330900006,54.9321930000004,22.2043330900006,54.9321930000004
"150",1999,2717.048431,2710.949196,2701.968505,2710.949196,2701.968505,0,-6.09923500000014,-15.0799260000003,-6.09923500000014,-15.0799260000003,22.3841924500005,55.3433284200012,22.3841924500005,55.3433284200012
"151",2000,2717.303059,2711.150537,2702.117345,2711.150537,2702.117345,0,-6.15252199999986,-15.1857139999997,-6.15252199999986,-15.1857139999997,22.5797557399995,55.731570379999,22.5797557399995,55.731570379999
"152",2001,2717.731768,2711.526915,2702.434253,2711.526915,2702.434253,0,-6.20485300000018,-15.2975150000002,-6.20485300000018,-15.2975150000002,22.7718105100007,56.1418800500007,22.7718105100007,56.1418800500007
"153",2002,2718.188291,2711.937347,2702.788453,2711.937347,2702.788453,0,-6.25094399999989,-15.3998379999998,-6.25094399999989,-15.3998379999998,22.9409644799996,56.5174054599993,22.9409644799996,56.5174054599993
"154",2003,2718.752464,2712.45799,2703.253748,2712.45799,2703.253748,0,-6.29447400000026,-15.4987160000001,-6.29447400000026,-15.4987160000001,23.100719580001,56.8802877200002,23.100719580001,56.8802877200002
"155",2004,2719.100647,2712.757535,2703.491897,2712.757535,2703.491897,0,-6.34311200000002,-15.6087500000003,-6.34311200000002,-15.6087500000003,23.2792210400001,57.2841125000012,23.2792210400001,57.2841125000012
"156",2005,2719.522915,2713.126356,2703.803314,2713.126356,2703.803314,0,-6.3965589999998,-15.7196010000002,-6.3965589999998,-15.7196010000002,23.4753715299993,57.6909356700009,23.4753715299993,57.6909356700009
"157",2006,2719.759743,2713.314411,2703.92808,2713.314411,2703.92808,0,-6.44533200000023,-15.8316629999999,-6.44533200000023,-15.8316629999999,23.6543684400009,58.1022032099998,23.6543684400009,58.1022032099998
"158",2007,2720.033429,2713.551029,2704.116913,2713.551029,2704.116913,0,-6.48239999999987,-15.9165160000002,-6.48239999999987,-15.9165160000002,23.7904079999995,58.4136137200008,23.7904079999995,58.4136137200008
"159",2008,2720.354731,2713.831488,2704.344597,2713.831488,2704.344597,0,-6.52324300000009,-16.0101340000001,-6.52324300000009,-16.0101340000001,23.9403018100003,58.7571917800004,23.9403018100003,58.7571917800004
"160",2009,2720.494728,2713.924174,2704.38939,2713.924174,2704.38939,0,-6.5705539999999,-16.1053380000003,-6.5705539999999,-16.1053380000003,24.1139331799996,59.1065904600011,24.1139331799996,59.1065904600011
"161",2010,2720.772136,2714.154795,2704.554257,2714.154795,2704.554257,0,-6.61734100000012,-16.2178790000003,-6.61734100000012,-16.2178790000003,24.2856414700005,59.519615930001,24.2856414700005,59.519615930001
"162",2011,2720.716112,2714.053989,2704.389676,2714.053989,2704.389676,0,-6.66212300000007,-16.3264360000003,-6.66212300000007,-16.3264360000003,24.4499914100002,59.918020120001,24.4499914100002,59.918020120001
"163",2012,2720.928633,2714.219923,2704.48731,2714.219923,2704.48731,0,-6.70870999999988,-16.441323,-6.70870999999988,-16.441323,24.6209656999996,60.33965541,24.6209656999996,60.33965541
"164",2013,2721.286826,2714.520975,2704.719117,2714.520975,2704.719117,0,-6.76585100000011,-16.5677089999999,-6.76585100000011,-16.5677089999999,24.8306731700004,60.8034920299997,24.8306731700004,60.8034920299997
"165",2014,2721.540326,2714.72723,2704.8613,2714.72723,2704.8613,0,-6.81309599999986,-16.6790259999998,-6.81309599999986,-16.6790259999998,25.0040623199995,61.2120254199992,25.0040623199995,61.2120254199992
"166",2015,2721.691216,2714.838636,2704.915165,2714.939271,2705.215149,0,-6.85258000000022,-16.7760510000003,-6.75194499999998,-16.4760670000001,25.1489686000008,61.568107170001,24.7796381499999,60.4671658900002
"167",2016,2722.406316,2715.505637,2705.521905,2715.801655,2706.299335,0,-6.90067899999985,-16.884411,-6.60466099999985,-16.1069809999999,25.3254919299995,61.96578837,24.2391058699995,59.1126202699997
"168",2017,2723.148377,2716.205555,2706.16091,2716.710753,2707.432093,0,-6.94282199999998,-16.9874669999999,-6.43762400000014,-15.7162840000001,25.4801567399999,62.3440038899997,23.6260800800005,57.6787622800003
"169",2018,2723.652819,2716.668103,2706.573184,2717.372876,2708.302494,0,-6.98471599999993,-17.0796350000001,-6.279943,-15.3503249999999,25.6339077199998,62.6822604500002,23.04739081,56.3356927499996
"170",2019,2724.521891,2717.489233,2707.330966,2718.391934,2709.512523,0,-7.03265800000008,-17.1909249999999,-6.12995699999965,-15.009368,25.8098548600003,63.0906947499996,22.4969421899987,55.08438056
"171",2020,2724.933891,2717.853683,2707.651596,2718.955926,2710.277364,0,-7.08020800000031,-17.282295,-5.97796500000004,-14.6565270000001,25.9843633600011,63.4260226499999,21.9391315500001,53.7894540900004
"172",2021,2725.494248,2718.37435,2708.130456,2719.653968,2711.154317,0,-7.11989799999992,-17.3637920000001,-5.84027999999989,-14.339931,26.1300256599997,63.7251166400004,21.4338275999996,52.6275467699999
"173",2022,2726.127207,2718.963977,2708.664026,2720.412715,2712.075794,0,-7.16323000000011,-17.4631810000001,-5.71449200000006,-14.0514130000001,26.2890541000004,64.0898742700003,20.9721856400002,51.5686857100005
"174",2023,2726.739554,2719.533452,2709.191347,2721.143888,2712.962794,0,-7.2061020000001,-17.5482070000003,-5.59566600000016,-13.7767600000002,26.4463943400004,64.401919690001,20.5360942200006,50.5607092000007
"175",2024,2727.223265,2719.977399,2709.616443,2721.741235,2713.721109,0,-7.24586600000021,-17.6068220000002,-5.48203000000012,-13.502156,26.5923282200008,64.6170367400007,20.1190501000005,49.55291252
"176",2025,2727.979138,2720.695571,2710.298927,2722.61536,2714.747133,0,-7.28356699999995,-17.6802110000003,-5.36377800000037,-13.2320050000003,26.7306908899998,64.8863743700012,19.6850652600013,48.5614583500011
"177",2026,2728.577421,2721.261184,2710.825892,2723.330307,2715.605604,0,-7.316237,-17.7515290000001,-5.24711399999978,-12.9718170000001,26.85058979,65.1481114300004,19.2569083799992,47.6065683900004
"178",2027,2728.972882,2721.616182,2711.143049,2723.831737,2716.25012,0,-7.35669999999982,-17.8298330000002,-5.14114500000005,-12.7227619999999,26.9990889999993,65.4354871100009,18.8680021500002,46.6925365399995
"179",2028,2729.811785,2722.420026,2711.915937,2724.770589,2717.3179,0,-7.39175900000009,-17.8958479999997,-5.04119599999967,-12.4938849999999,27.1277555300003,65.6777621599987,18.5011893199988,45.8525579499995
"180",2029,2730.757339,2723.330025,2712.78423,2725.814919,2718.486688,0,-7.42731399999957,-17.9731089999996,-4.94241999999986,-12.2706509999998,27.2582423799984,65.9613100299984,18.1386813999995,45.0332891699993
"181",2030,2731.456782,2723.998827,2713.435292,2726.617291,2719.423007,0,-7.45795500000031,-18.0214900000001,-4.83949100000018,-12.0337750000003,27.3706948500011,66.1388683000003,17.7609319700007,44.1639542500012
"182",2031,2731.627806,2724.135104,2713.547765,2726.878691,2719.807783,0,-7.49270200000001,-18.0800410000002,-4.74911500000007,-11.8200229999998,27.49821634,66.3537504700006,17.4292520500003,43.3794844099991
"183",2032,2732.199875,2724.682151,2714.07017,2727.540028,2720.581451,0,-7.51772399999982,-18.1297049999998,-4.6598469999999,-11.6184239999998,27.5900470799993,66.5360173499994,17.1016384899996,42.6396160799992
"184",2033,2733.060541,2725.516994,2714.872711,2728.494638,2721.648077,0,-7.54354699999976,-18.1878299999998,-4.56590299999971,-11.412464,27.6848174899991,66.7493360999994,16.7568640099989,41.88374288
"185",2034,2733.709992,2726.136629,2715.471262,2729.228417,2722.490578,0,-7.57336299999997,-18.23873,-4.48157500000025,-11.2194140000001,27.7942422099999,66.9361391000001,16.4473802500009,41.1752493800005
"186",2035,2734.289793,2726.68709,2715.994224,2729.885927,2723.248366,0,-7.60270300000002,-18.2955689999999,-4.40386600000011,-11.0414270000001,27.9019200100001,67.1447382299996,16.1621882200004,40.5220370900004
"187",2036,2735.11576,2727.483313,2716.762856,2730.792975,2724.253144,0,-7.63244699999996,-18.3529040000003,-4.32278500000029,-10.8626160000003,28.0110804899998,67.3551576800011,15.8646209500011,39.8658007200013
"188",2037,2735.892472,2728.224437,2717.481195,2731.642066,2725.20117,0,-7.66803500000015,-18.4112770000002,-4.25040600000011,-10.6913020000002,28.1416884500005,67.5693865900006,15.5989900200004,39.2370783400007
"189",2038,2736.406512,2728.711908,2717.96406,2732.231858,2725.893556,0,-7.6946039999998,-18.4424520000002,-4.17465399999992,-10.512956,28.2391966799993,67.6837988400008,15.3209801799997,38.5825485200001
"190",2039,2737.004411,2729.289073,2718.522282,2732.903194,2726.656224,0,-7.71533799999997,-18.482129,-4.10121699999991,-10.3481870000001,28.3152904599999,67.8294134299999,15.0514663899997,37.9778462900002
"191",2040,2737.584515,2729.840057,2719.055074,2733.549776,2727.391174,0,-7.74445800000012,-18.5294410000001,-4.03473900000017,-10.1933410000001,28.4221608600004,68.0030484700005,14.8074921300006,37.4095614700005
"192",2041,2738.015643,2730.261012,2719.465638,2734.061174,2727.995712,0,-7.75463100000024,-18.5500050000001,-3.95446900000024,-10.0199310000003,28.4594957700009,68.0785183500002,14.5129012300009,36.773146770001
"193",2042,2738.596908,2730.818923,2719.995185,2734.708172,2728.722486,0,-7.77798500000017,-18.6017229999998,-3.88873599999988,-9.87442199999987,28.5452049500006,68.2683234099991,14.2716611199996,36.2391287399995
"194",2043,2739.251097,2731.447969,2720.609136,2735.419803,2729.507123,0,-7.80312800000002,-18.6419609999998,-3.83129400000007,-9.74397399999998,28.6374797600001,68.4159968699993,14.0608489800003,35.7603845799999
"195",2044,2739.847239,2732.021492,2721.164789,2736.073316,2730.235617,0,-7.82574700000032,-18.6824500000002,-3.7739230000002,-9.61162200000035,28.7204914900012,68.5645915000009,13.8502974100007,35.2746527400013
"196",2045,2740.36028,2732.51364,2721.655442,2736.646976,2730.89164,0,-7.84663999999975,-18.7048379999997,-3.71330399999988,-9.46864000000005,28.7971687999991,68.6467554599987,13.6278256799996,34.7499088000002
"197",2046,2740.644679,2732.774892,2721.89714,2736.995854,2731.322822,0,-7.86978700000009,-18.747539,-3.64882500000022,-9.32185699999991,28.8821182900003,68.8034681299999,13.3911877500008,34.2112151899997
"198",2047,2740.834051,2732.950605,2722.049804,2737.250119,2731.647555,0,-7.88344599999982,-18.7842469999996,-3.583932,-9.18649599999981,28.9322468199993,68.9381864899985,13.15303044,33.7144403199993
"199",2048,2741.201426,2733.294165,2722.371293,2737.671988,2732.134273,0,-7.90726100000029,-18.8301329999999,-3.52943800000003,-9.06715299999996,29.0196478700011,69.1065881099997,12.9530374600001,33.2764515099999
"200",2049,2741.941026,2734.01581,2723.080725,2738.467029,2733.001804,0,-7.92521600000009,-18.8603010000002,-3.47399700000005,-8.93922199999997,29.0855427200003,69.2173046700006,12.7495689900002,32.8069447399999
"201",2050,2742.523801,2734.579884,2723.637493,2739.105342,2733.707838,0,-7.9439169999996,-18.8863079999996,-3.41845899999998,-8.81596300000001,29.1541753899985,69.3127503599987,12.5457445299999,32.35458421
"202",2051,2743.257469,2735.29169,2724.336087,2739.887607,2734.552356,0,-7.96577900000011,-18.921382,-3.36986200000001,-8.70511299999998,29.2344089300004,69.44147194,12.36739354,31.9477647099999
"203",2052,2743.903942,2735.921218,2724.951546,2740.586673,2735.315586,0,-7.98272399999996,-18.9523960000001,-3.31726900000012,-8.58835599999975,29.2965970799999,69.5552933200005,12.1743772300005,31.5192665199991
"204",2053,2744.369496,2736.369292,2725.394447,2741.102519,2735.898871,0,-8.00020399999994,-18.9750489999997,-3.26697699999977,-8.47062499999993,29.3607486799998,69.6384298299988,11.9898055899992,31.0871937499997
"205",2054,2745.094808,2737.077151,2726.086227,2741.875671,2736.729524,0,-8.01765699999987,-19.008581,-3.21913700000005,-8.36528399999997,29.4248011899995,69.7614922700002,11.8142327900002,30.7005922799999
"206",2055,2746.048016,2738.009529,2726.996269,2742.876635,2737.783083,0,-8.03848700000026,-19.051747,-3.17138100000011,-8.26493300000038,29.501247290001,69.9199114899999,11.6389682700004,30.3323041100014
"207",2056,2746.821039,2738.766703,2727.739963,2743.700512,2738.669289,0,-8.05433600000015,-19.0810759999999,-3.12052700000004,-8.15174999999999,29.5594131200005,70.0275489199998,11.4523340900001,29.9169225
"208",2057,2747.299566,2739.231354,2728.18566,2744.22561,2739.250568,0,-8.06821200000013,-19.113906,-3.07395600000018,-8.04899800000021,29.6103380400005,70.1480350200002,11.2814185200007,29.5398226600008
"209",2058,2747.770761,2739.679523,2728.616918,2744.735165,2739.813387,0,-8.09123800000043,-19.1538430000001,-3.03559600000017,-7.95737400000007,29.6948434600016,70.2946038100002,11.1406373200006,29.2035625800003
"210",2059,2748.301047,2740.195107,2729.126898,2745.307047,2740.436891,0,-8.10593999999992,-19.1741489999999,-2.99400000000014,-7.86415600000009,29.7487997999997,70.3691268299998,10.9879800000005,28.8614525200003
"211",2060,2748.575365,2740.458468,2729.394016,2745.626708,2740.808461,0,-8.11689700000034,-19.181349,-2.94865700000037,-7.76690400000007,29.7890119900012,70.3955508299998,10.8215711900013,28.5045376800002
"212",2061,2749.187479,2741.05978,2729.97162,2746.281351,2741.50852,0,-8.12769900000012,-19.2158590000004,-2.90612800000008,-7.6789590000003,29.8286553300004,70.5222025300013,10.6654897600003,28.1817795300011
"213",2062,2749.383441,2741.241936,2730.147536,2746.525066,2741.806989,0,-8.14150500000005,-19.235905,-2.8583749999998,-7.57645199999979,29.8793233500002,70.59577135,10.4902362499993,27.8055788399992
"214",2063,2749.90131,2741.752505,2730.653487,2747.086478,2742.42185,0,-8.14880500000027,-19.2478230000002,-2.81483200000002,-7.47946000000002,29.906114350001,70.6395104100006,10.3304334400001,27.4496182000001
"215",2064,2750.266048,2742.105476,2730.998567,2747.490776,2742.87336,0,-8.16057199999977,-19.2674809999999,-2.77527199999986,-7.39268799999991,29.9492992399992,70.7116552699995,10.1852482399995,27.1311649599997
"216",2065,2750.62337,2742.441347,2731.31866,2747.880043,2743.303486,0,-8.18202299999984,-19.3047099999999,-2.74332699999968,-7.319884,30.0280244099994,70.8482856999996,10.0680100899988,26.86397428
"217",2066,2751.22411,2743.025452,2731.882438,2748.516998,2743.979887,0,-8.19865800000025,-19.341672,-2.70711200000005,-7.24422300000015,30.0890748600009,70.9839362400001,9.93510104000019,26.5862984100005
"218",2067,2751.71358,2743.503498,2732.347709,2749.047207,2744.55961,0,-8.21008200000006,-19.365871,-2.66637300000002,-7.1539700000003,30.1310009400002,71.0727465699999,9.78558891000008,26.2550699000011
"219",2068,2752.149359,2743.921501,2732.755823,2749.51379,2745.070768,0,-8.2278580000002,-19.393536,-2.63556900000003,-7.07859099999996,30.1962388600007,71.1742771200001,9.67253823000012,25.9784289699999
"220",2069,2752.597879,2744.35329,2733.195365,2749.993341,2745.597367,0,-8.24458899999991,-19.4025139999999,-2.60453800000005,-7.00051200000007,30.2576416299997,71.2072263799996,9.55865446000018,25.6918790400003
"221",2070,2753.394534,2745.139587,2733.96306,2750.824544,2746.468678,0,-8.2549469999999,-19.431474,-2.56998999999996,-6.92585599999984,30.2956554899996,71.3135095799999,9.43186329999986,25.4178915199994
"222",2071,2754.091835,2745.825777,2734.646845,2751.55816,2747.246227,0,-8.26605800000016,-19.44499,-2.53367500000013,-6.84560800000008,30.3364328600006,71.3631132999999,9.29858725000048,25.1233813600003
"223",2072,2754.563316,2746.294075,2735.124623,2752.064876,2747.795026,0,-8.26924100000042,-19.4386930000001,-2.4984400000003,-6.76829000000043,30.3481144700015,71.3400033100002,9.1692748000011,24.8396243000016
"224",2073,2754.907403,2746.627235,2735.453672,2752.433625,2748.200324,0,-8.28016800000023,-19.4537310000001,-2.47377800000004,-6.70707900000025,30.3882165600008,71.3951927700002,9.07876526000014,24.6149799300009
"225",2074,2755.233649,2746.947056,2735.771839,2752.789312,2748.593965,0,-8.28659299999981,-19.4618099999998,-2.4443369999999,-6.63968399999976,30.4117963099993,71.4248426999992,8.97071678999965,24.3676402799991
"226",2075,2755.868468,2747.579882,2736.405436,2753.457106,2749.298474,0,-8.28858600000012,-19.4630320000001,-2.41136200000028,-6.56999399999995,30.4191106200005,71.4293274400004,8.84969854000103,24.1118779799998
"227",2076,2756.34043,2748.045051,2736.85638,2753.959578,2749.837289,0,-8.29537900000014,-19.48405,-2.38085200000023,-6.50314100000014,30.4440409300005,71.5064635000001,8.73772684000085,23.8665274700005
"228",2077,2756.744132,2748.446636,2737.254767,2754.393075,2750.300121,0,-8.29749599999968,-19.4893649999999,-2.35105699999986,-6.44401099999959,30.4518103199988,71.5259695499997,8.62837918999947,23.6495203699985
"229",2078,2757.299978,2748.983941,2737.776408,2754.973431,2750.915324,0,-8.31603700000005,-19.5235699999998,-2.32654700000012,-6.38465399999995,30.5198557900002,71.6515018999994,8.53842749000044,23.4316801799998
"230",2079,2757.516326,2749.185504,2737.968262,2755.221446,2751.202404,0,-8.3308219999999,-19.5480640000001,-2.29487999999992,-6.31392199999982,30.5741167399996,71.7413948800002,8.42220959999971,23.1720937399993
"231",2080,2757.782508,2749.452323,2738.241941,2755.523507,2751.547406,0,-8.3301849999998,-19.5405669999996,-2.2590009999999,-6.23510199999964,30.5717789499993,71.7138808899984,8.29053366999963,22.8828243399987
"232",2081,2758.003053,2749.663164,2738.441581,2755.769845,2751.825956,0,-8.33988899999986,-19.5614719999999,-2.2332080000001,-6.17709699999978,30.6073926299995,71.7906022399995,8.19587336000038,22.6699459899992
"233",2082,2758.309564,2749.959601,2738.742336,2756.1007,2752.1926,0,-8.34996300000012,-19.5672280000003,-2.20886400000018,-6.11696400000028,30.6443642100004,71.8117267600012,8.10653088000065,22.449257880001
"234",2083,2758.809132,2750.455073,2739.223086,2756.631632,2752.754122,0,-8.35405899999978,-19.5860459999999,-2.17749999999978,-6.05501000000004,30.6593965299992,71.8807888199996,7.9914249999992,22.2218867000001
"235",2084,2759.120873,2750.750991,2739.510579,2756.964901,2753.121302,0,-8.36988199999996,-19.6102940000001,-2.15597200000002,-5.99957099999983,30.7174669399999,71.9697789800002,7.91241724000007,22.0184255699994
"236",2085,2759.45833,2751.082858,2739.840437,2757.329074,2753.516667,0,-8.37547199999972,-19.6178930000001,-2.12925599999971,-5.94166300000006,30.737982239999,71.9976673100004,7.81436951999895,21.8059032100002
"237",2086,2759.797662,2751.417787,2740.175561,2757.694721,2753.912526,0,-8.37987500000008,-19.6221009999999,-2.1029410000001,-5.88513599999987,30.7541412500003,72.0131106699997,7.71779347000037,21.5984491199995
"238",2087,2760.288904,2751.907633,2740.667511,2758.213215,2754.462356,0,-8.3812710000002,-19.6213929999999,-2.07568899999978,-5.826548,30.7592645700007,72.0105123099996,7.61777862999921,21.38343116
"239",2088,2760.320372,2751.93065,2740.691292,2758.266797,2754.550363,0,-8.38972200000035,-19.6290800000002,-2.05357499999991,-5.7700090000003,30.7902797400013,72.0387236000006,7.53662024999967,21.1759330300011
"240",2089,2760.306668,2751.926919,2740.694139,2758.287694,2754.615782,0,-8.37974900000017,-19.612529,-2.01897400000007,-5.69088600000032,30.7536788300006,71.97798143,7.40963458000026,20.8855516200012
"241",2090,2760.546241,2752.163612,2740.922695,2758.54702,2754.901635,0,-8.38262900000018,-19.6235459999998,-1.99922100000003,-5.64460599999984,30.7642484300007,72.0184138199993,7.33714107000012,20.7157040199994
"242",2091,2760.680411,2752.296341,2741.051719,2758.709297,2755.093702,0,-8.38406999999961,-19.6286919999998,-1.97111399999994,-5.5867089999997,30.7695368999986,72.0372996399992,7.23398837999979,20.5032220299989
"243",2092,2760.779795,2752.401446,2741.159247,2758.839214,2755.25553,0,-8.37834900000007,-19.6205479999999,-1.94058099999984,-5.52426500000001,30.7485408300003,72.0074111599995,7.12193226999941,20.2740525500001
"244",2093,2760.614183,2752.233338,2740.981056,2758.701338,2755.146054,0,-8.38084500000014,-19.6331270000001,-1.91284500000029,-5.46812900000032,30.7577011500005,72.0535760900002,7.02014115000106,20.0680334300012
"245",2094,2760.638742,2752.241692,2740.964418,2758.742639,2755.205558,0,-8.39705000000004,-19.6743240000001,-1.89610300000004,-5.43318399999998,30.8171735000001,72.2047690800003,6.95869801000014,19.9397852799999
"246",2095,2760.794414,2752.396425,2741.12608,2758.923346,2755.412718,0,-8.39798900000005,-19.668334,-1.87106799999992,-5.38169599999992,30.8206196300002,72.1827857799998,6.86681955999972,19.7508243199997
"247",2096,2760.804084,2752.40852,2741.1425,2758.957381,2755.476792,0,-8.39556399999992,-19.6615839999999,-1.84670299999971,-5.32729199999994,30.8117198799997,72.1580132799998,6.77740000999892,19.5511616399998
"248",2097,2760.939291,2752.557496,2741.318586,2759.119012,2755.669944,0,-8.38179500000024,-19.6207050000003,-1.82027900000003,-5.26934699999993,30.7611876500009,72.007987350001,6.6804239300001,19.3385034899997
"249",2098,2760.838122,2752.453259,2741.202711,2759.036401,2755.608767,0,-8.38486300000022,-19.6354110000002,-1.80172100000027,-5.22935499999994,30.7724472100008,72.0619583700008,6.61231607000099,19.1917328499998
"250",2099,2760.474586,2752.083387,2740.826808,2758.694662,2755.290552,0,-8.39119899999969,-19.647778,-1.77992399999994,-5.18403399999988,30.7957003299989,72.1073452600001,6.53232107999977,19.0254047799996
